Year,State,Commodity,Criteria,Value
2006,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,85000
2005,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,70000
2004,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,160000
2003,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,150000
2002,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,230000
2001,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,250000
2000,MISSISSIPPI,WINTER WHEAT,ACRES PLANTED,250000
2015,MISSOURI,WINTER WHEAT,ACRES PLANTED,760000
2015,MISSOURI,WINTER WHEAT,ACRES PLANTED,650000
2015,MISSOURI,WINTER WHEAT,ACRES PLANTED,840000
2014,MISSOURI,WINTER WHEAT,ACRES PLANTED,880000
2014,MISSOURI,WINTER WHEAT,ACRES PLANTED,950000
2013,MISSOURI,WINTER WHEAT,ACRES PLANTED,1080000
2012,MISSOURI,WINTER WHEAT,ACRES PLANTED,780000
2011,MISSOURI,WINTER WHEAT,ACRES PLANTED,790000
2010,MISSOURI,WINTER WHEAT,ACRES PLANTED,340000
2009,MISSOURI,WINTER WHEAT,ACRES PLANTED,760000
2008,MISSOURI,WINTER WHEAT,ACRES PLANTED,1280000
2007,MISSOURI,WINTER WHEAT,ACRES PLANTED,1050000
2006,MISSOURI,WINTER WHEAT,ACRES PLANTED,1000000
2005,MISSOURI,WINTER WHEAT,ACRES PLANTED,590000
2004,MISSOURI,WINTER WHEAT,ACRES PLANTED,1050000
2003,MISSOURI,WINTER WHEAT,ACRES PLANTED,960000
2002,MISSOURI,WINTER WHEAT,ACRES PLANTED,900000
2001,MISSOURI,WINTER WHEAT,ACRES PLANTED,900000
2000,MISSOURI,WINTER WHEAT,ACRES PLANTED,1050000
2015,MONTANA,WINTER WHEAT,ACRES PLANTED,2350000
2015,MONTANA,WINTER WHEAT,ACRES PLANTED,2300000
2015,MONTANA,WINTER WHEAT,ACRES PLANTED,2400000
2014,MONTANA,WINTER WHEAT,ACRES PLANTED,2500000
2014,MONTANA,WINTER WHEAT,ACRES PLANTED,2500000
2013,MONTANA,WINTER WHEAT,ACRES PLANTED,2000000
2012,MONTANA,WINTER WHEAT,ACRES PLANTED,2300000
2011,MONTANA,WINTER WHEAT,ACRES PLANTED,2250000
2010,MONTANA,WINTER WHEAT,ACRES PLANTED,2000000
2009,MONTANA,WINTER WHEAT,ACRES PLANTED,2550000
2008,MONTANA,WINTER WHEAT,ACRES PLANTED,2600000
2007,MONTANA,WINTER WHEAT,ACRES PLANTED,2240000
2006,MONTANA,WINTER WHEAT,ACRES PLANTED,1950000
2005,MONTANA,WINTER WHEAT,ACRES PLANTED,2150000
2004,MONTANA,WINTER WHEAT,ACRES PLANTED,1900000
2003,MONTANA,WINTER WHEAT,ACRES PLANTED,1900000
2002,MONTANA,WINTER WHEAT,ACRES PLANTED,1450000
2001,MONTANA,WINTER WHEAT,ACRES PLANTED,1300000
2000,MONTANA,WINTER WHEAT,ACRES PLANTED,1500000
2015,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1490000
2015,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1700000
2015,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1600000
2014,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1550000
2014,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1500000
2013,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1470000
2012,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1370000
2011,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1550000
2010,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1600000
2009,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1700000
2008,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1750000
2007,NEBRASKA,WINTER WHEAT,ACRES PLANTED,2050000
2006,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1800000
2005,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1850000
2004,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1850000
2003,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1900000
2002,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1650000
2001,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1750000
2000,NEBRASKA,WINTER WHEAT,ACRES PLANTED,1750000
2015,NEVADA,WINTER WHEAT,ACRES PLANTED,8000
2015,NEVADA,WINTER WHEAT,ACRES PLANTED,14000
2015,NEVADA,WINTER WHEAT,ACRES PLANTED,10000
2014,NEVADA,WINTER WHEAT,ACRES PLANTED,15000
2014,NEVADA,WINTER WHEAT,ACRES PLANTED,15000
2013,NEVADA,WINTER WHEAT,ACRES PLANTED,23000
2012,NEVADA,WINTER WHEAT,ACRES PLANTED,20000
2011,NEVADA,WINTER WHEAT,ACRES PLANTED,15000
2010,NEVADA,WINTER WHEAT,ACRES PLANTED,13000
2009,NEVADA,WINTER WHEAT,ACRES PLANTED,12000
2008,NEVADA,WINTER WHEAT,ACRES PLANTED,12000
2007,NEVADA,WINTER WHEAT,ACRES PLANTED,17000
2006,NEVADA,WINTER WHEAT,ACRES PLANTED,17000
2005,NEVADA,WINTER WHEAT,ACRES PLANTED,8000
2004,NEVADA,WINTER WHEAT,ACRES PLANTED,6000
2003,NEVADA,WINTER WHEAT,ACRES PLANTED,7000
2002,NEVADA,WINTER WHEAT,ACRES PLANTED,6000
2001,NEVADA,WINTER WHEAT,ACRES PLANTED,9000
2000,NEVADA,WINTER WHEAT,ACRES PLANTED,10000
2015,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,27000
2015,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,30000
2015,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,30000
2014,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,33000
2014,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,30000
2013,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,34000
2012,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,27000
2011,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,35000
2010,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,25000
2009,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,34000
2008,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,39000
2007,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,31000
2006,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,25000
2005,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,28000
2004,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,28000
2003,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,31000
2002,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,38000
2001,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,31000
2000,NEW JERSEY,WINTER WHEAT,ACRES PLANTED,40000
2015,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,385000
2015,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,350000
2015,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,370000
2014,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,380000
2014,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,420000
2013,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,440000
2012,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,440000
2011,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,435000
2010,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,470000
2009,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,460000
2008,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,430000
2007,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,490000
2006,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,440000
2005,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,450000
2004,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,490000
2003,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,500000
2002,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,480000
2001,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,500000
2000,NEW MEXICO,WINTER WHEAT,ACRES PLANTED,470000
2015,NEW YORK,WINTER WHEAT,ACRES PLANTED,120000
2015,NEW YORK,WINTER WHEAT,ACRES PLANTED,105000
2015,NEW YORK,WINTER WHEAT,ACRES PLANTED,130000
2014,NEW YORK,WINTER WHEAT,ACRES PLANTED,120000
2014,NEW YORK,WINTER WHEAT,ACRES PLANTED,110000
2013,NEW YORK,WINTER WHEAT,ACRES PLANTED,125000
2012,NEW YORK,WINTER WHEAT,ACRES PLANTED,100000
2011,NEW YORK,WINTER WHEAT,ACRES PLANTED,120000
2010,NEW YORK,WINTER WHEAT,ACRES PLANTED,105000
2009,NEW YORK,WINTER WHEAT,ACRES PLANTED,110000
2008,NEW YORK,WINTER WHEAT,ACRES PLANTED,140000
2007,NEW YORK,WINTER WHEAT,ACRES PLANTED,100000
2006,NEW YORK,WINTER WHEAT,ACRES PLANTED,105000
2005,NEW YORK,WINTER WHEAT,ACRES PLANTED,100000
2004,NEW YORK,WINTER WHEAT,ACRES PLANTED,105000
2003,NEW YORK,WINTER WHEAT,ACRES PLANTED,130000
2002,NEW YORK,WINTER WHEAT,ACRES PLANTED,120000
2001,NEW YORK,WINTER WHEAT,ACRES PLANTED,125000
2000,NEW YORK,WINTER WHEAT,ACRES PLANTED,150000
2015,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,650000
2015,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,770000
2015,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,750000
2014,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,830000
2014,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,830000
2013,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,990000
2012,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,810000
2011,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,670000
2010,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,430000
2009,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,660000
2008,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,850000
2007,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,630000
2006,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,560000
2005,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,560000
2004,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,600000
2003,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,530000
2002,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,600000
2001,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,660000
2000,NORTH CAROLINA,WINTER WHEAT,ACRES PLANTED,670000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,200000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,400000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,250000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,870000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,800000
2013,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,215000
2012,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,750000
2011,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,400000
2010,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,320000
2009,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,580000
2008,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,620000
2007,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,465000
2006,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,200000
2005,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,310000
2004,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,245000
2003,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,130000
2002,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,80000
2001,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,150000
2000,NORTH DAKOTA,WINTER WHEAT,ACRES PLANTED,120000
2015,OHIO,WINTER WHEAT,ACRES PLANTED,520000
2015,OHIO,WINTER WHEAT,ACRES PLANTED,540000
2015,OHIO,WINTER WHEAT,ACRES PLANTED,550000
2014,OHIO,WINTER WHEAT,ACRES PLANTED,620000
2014,OHIO,WINTER WHEAT,ACRES PLANTED,630000
2013,OHIO,WINTER WHEAT,ACRES PLANTED,660000
2012,OHIO,WINTER WHEAT,ACRES PLANTED,500000
2011,OHIO,WINTER WHEAT,ACRES PLANTED,880000
2010,OHIO,WINTER WHEAT,ACRES PLANTED,720000
2009,OHIO,WINTER WHEAT,ACRES PLANTED,980000
2008,OHIO,WINTER WHEAT,ACRES PLANTED,1120000
2007,OHIO,WINTER WHEAT,ACRES PLANTED,820000
2006,OHIO,WINTER WHEAT,ACRES PLANTED,990000
2005,OHIO,WINTER WHEAT,ACRES PLANTED,860000
2004,OHIO,WINTER WHEAT,ACRES PLANTED,920000
2003,OHIO,WINTER WHEAT,ACRES PLANTED,1060000
2002,OHIO,WINTER WHEAT,ACRES PLANTED,860000
2001,OHIO,WINTER WHEAT,ACRES PLANTED,950000
2000,OHIO,WINTER WHEAT,ACRES PLANTED,1120000
2015,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5300000
2015,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5100000
2015,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5400000
2014,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5300000
2014,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5300000
2013,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5600000
2012,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5400000
2011,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5100000
2010,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5200000
2009,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5600000
2008,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5700000
2007,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5900000
2006,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5700000
2005,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5700000
2004,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,6200000
2003,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,6700000
2002,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,6200000
2001,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,5600000
2000,OKLAHOMA,WINTER WHEAT,ACRES PLANTED,6100000
2015,OREGON,WINTER WHEAT,ACRES PLANTED,740000
2015,OREGON,WINTER WHEAT,ACRES PLANTED,780000
2015,OREGON,WINTER WHEAT,ACRES PLANTED,760000
2014,OREGON,WINTER WHEAT,ACRES PLANTED,750000
2014,OREGON,WINTER WHEAT,ACRES PLANTED,730000
2013,OREGON,WINTER WHEAT,ACRES PLANTED,790000
2012,OREGON,WINTER WHEAT,ACRES PLANTED,790000
2011,OREGON,WINTER WHEAT,ACRES PLANTED,850000
2010,OREGON,WINTER WHEAT,ACRES PLANTED,800000
2009,OREGON,WINTER WHEAT,ACRES PLANTED,800000
2008,OREGON,WINTER WHEAT,ACRES PLANTED,770000
2007,OREGON,WINTER WHEAT,ACRES PLANTED,735000
2006,OREGON,WINTER WHEAT,ACRES PLANTED,750000
2005,OREGON,WINTER WHEAT,ACRES PLANTED,815000
2004,OREGON,WINTER WHEAT,ACRES PLANTED,790000
2003,OREGON,WINTER WHEAT,ACRES PLANTED,970000
2002,OREGON,WINTER WHEAT,ACRES PLANTED,800000
2001,OREGON,WINTER WHEAT,ACRES PLANTED,750000
2000,OREGON,WINTER WHEAT,ACRES PLANTED,750000
2015,OTHER STATES,WINTER WHEAT,ACRES PLANTED,0
2014,OTHER STATES,WINTER WHEAT,ACRES PLANTED,0
2015,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,195000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,190000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,195000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,185000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,175000
2013,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,185000
2012,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,155000
2011,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,185000
2010,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,150000
2009,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,180000
2008,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,195000
2007,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,170000
2006,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,160000
2005,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,150000
2004,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,140000
2003,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,175000
2002,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,190000
2001,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,170000
2000,PENNSYLVANIA,WINTER WHEAT,ACRES PLANTED,200000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,170000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,195000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,185000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,230000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,230000
2013,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,280000
2012,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,235000
2011,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,190000
2010,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,135000
2009,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,175000
2008,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,230000
2007,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,160000
2006,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,130000
2005,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,170000
2004,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,190000
2003,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,200000
2002,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,200000
2001,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,220000
2000,SOUTH CAROLINA,WINTER WHEAT,ACRES PLANTED,200000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1420000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1480000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1420000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1210000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1200000
2013,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1300000
2012,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1320000
2011,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1650000
2010,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1350000
2009,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1750000
2008,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,2050000
2007,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,2100000
2006,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1450000
2005,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1550000
2004,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1650000
2003,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1650000
2002,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1300000
2001,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1300000
2000,SOUTH DAKOTA,WINTER WHEAT,ACRES PLANTED,1350000
2015,TENNESSEE,WINTER WHEAT,ACRES PLANTED,455000
2015,TENNESSEE,WINTER WHEAT,ACRES PLANTED,500000
2015,TENNESSEE,WINTER WHEAT,ACRES PLANTED,470000
2014,TENNESSEE,WINTER WHEAT,ACRES PLANTED,530000
2014,TENNESSEE,WINTER WHEAT,ACRES PLANTED,560000
2013,TENNESSEE,WINTER WHEAT,ACRES PLANTED,640000
2012,TENNESSEE,WINTER WHEAT,ACRES PLANTED,405000
2011,TENNESSEE,WINTER WHEAT,ACRES PLANTED,400000
2010,TENNESSEE,WINTER WHEAT,ACRES PLANTED,225000
2009,TENNESSEE,WINTER WHEAT,ACRES PLANTED,410000
2008,TENNESSEE,WINTER WHEAT,ACRES PLANTED,650000
2007,TENNESSEE,WINTER WHEAT,ACRES PLANTED,420000
2006,TENNESSEE,WINTER WHEAT,ACRES PLANTED,280000
2005,TENNESSEE,WINTER WHEAT,ACRES PLANTED,240000
2004,TENNESSEE,WINTER WHEAT,ACRES PLANTED,400000
2003,TENNESSEE,WINTER WHEAT,ACRES PLANTED,430000
2002,TENNESSEE,WINTER WHEAT,ACRES PLANTED,470000
2001,TENNESSEE,WINTER WHEAT,ACRES PLANTED,500000
2000,TENNESSEE,WINTER WHEAT,ACRES PLANTED,550000
2015,TEXAS,WINTER WHEAT,ACRES PLANTED,6000000
2015,TEXAS,WINTER WHEAT,ACRES PLANTED,5900000
2015,TEXAS,WINTER WHEAT,ACRES PLANTED,5900000
2014,TEXAS,WINTER WHEAT,ACRES PLANTED,6000000
2014,TEXAS,WINTER WHEAT,ACRES PLANTED,5900000
2013,TEXAS,WINTER WHEAT,ACRES PLANTED,6300000
2012,TEXAS,WINTER WHEAT,ACRES PLANTED,5600000
2011,TEXAS,WINTER WHEAT,ACRES PLANTED,5300000
2010,TEXAS,WINTER WHEAT,ACRES PLANTED,5700000
2009,TEXAS,WINTER WHEAT,ACRES PLANTED,6400000
2008,TEXAS,WINTER WHEAT,ACRES PLANTED,5800000
2007,TEXAS,WINTER WHEAT,ACRES PLANTED,6200000
2006,TEXAS,WINTER WHEAT,ACRES PLANTED,5550000
2005,TEXAS,WINTER WHEAT,ACRES PLANTED,5500000
2004,TEXAS,WINTER WHEAT,ACRES PLANTED,6300000
2003,TEXAS,WINTER WHEAT,ACRES PLANTED,6600000
2002,TEXAS,WINTER WHEAT,ACRES PLANTED,6400000
2001,TEXAS,WINTER WHEAT,ACRES PLANTED,5600000
2000,TEXAS,WINTER WHEAT,ACRES PLANTED,6000000
2015,UTAH,WINTER WHEAT,ACRES PLANTED,115000
2015,UTAH,WINTER WHEAT,ACRES PLANTED,120000
2015,UTAH,WINTER WHEAT,ACRES PLANTED,120000
2014,UTAH,WINTER WHEAT,ACRES PLANTED,120000
2014,UTAH,WINTER WHEAT,ACRES PLANTED,140000
2013,UTAH,WINTER WHEAT,ACRES PLANTED,120000
2012,UTAH,WINTER WHEAT,ACRES PLANTED,125000
2011,UTAH,WINTER WHEAT,ACRES PLANTED,130000
2010,UTAH,WINTER WHEAT,ACRES PLANTED,135000
2009,UTAH,WINTER WHEAT,ACRES PLANTED,140000
2008,UTAH,WINTER WHEAT,ACRES PLANTED,130000
2007,UTAH,WINTER WHEAT,ACRES PLANTED,135000
2006,UTAH,WINTER WHEAT,ACRES PLANTED,130000
2005,UTAH,WINTER WHEAT,ACRES PLANTED,145000
2004,UTAH,WINTER WHEAT,ACRES PLANTED,130000
2003,UTAH,WINTER WHEAT,ACRES PLANTED,160000
2002,UTAH,WINTER WHEAT,ACRES PLANTED,140000
2001,UTAH,WINTER WHEAT,ACRES PLANTED,140000
2000,UTAH,WINTER WHEAT,ACRES PLANTED,150000
2015,VIRGINIA,WINTER WHEAT,ACRES PLANTED,260000
2015,VIRGINIA,WINTER WHEAT,ACRES PLANTED,300000
2015,VIRGINIA,WINTER WHEAT,ACRES PLANTED,260000
2014,VIRGINIA,WINTER WHEAT,ACRES PLANTED,290000
2014,VIRGINIA,WINTER WHEAT,ACRES PLANTED,290000
2013,VIRGINIA,WINTER WHEAT,ACRES PLANTED,335000
2012,VIRGINIA,WINTER WHEAT,ACRES PLANTED,280000
2011,VIRGINIA,WINTER WHEAT,ACRES PLANTED,270000
2010,VIRGINIA,WINTER WHEAT,ACRES PLANTED,180000
2009,VIRGINIA,WINTER WHEAT,ACRES PLANTED,260000
2008,VIRGINIA,WINTER WHEAT,ACRES PLANTED,320000
2007,VIRGINIA,WINTER WHEAT,ACRES PLANTED,230000
2006,VIRGINIA,WINTER WHEAT,ACRES PLANTED,190000
2005,VIRGINIA,WINTER WHEAT,ACRES PLANTED,180000
2004,VIRGINIA,WINTER WHEAT,ACRES PLANTED,210000
2003,VIRGINIA,WINTER WHEAT,ACRES PLANTED,210000
2002,VIRGINIA,WINTER WHEAT,ACRES PLANTED,230000
2001,VIRGINIA,WINTER WHEAT,ACRES PLANTED,200000
2000,VIRGINIA,WINTER WHEAT,ACRES PLANTED,240000
2015,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1650000
2015,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1800000
2015,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1750000
2014,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1700000
2014,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1650000
2013,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1700000
2012,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1700000
2011,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1750000
2010,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1750000
2009,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1750000
2008,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1800000
2007,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1720000
2006,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1850000
2005,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1850000
2004,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1800000
2003,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1850000
2002,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1850000
2001,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1850000
2000,WASHINGTON,WINTER WHEAT,ACRES PLANTED,1850000
2015,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,9000
2015,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,7000
2015,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,8000
2014,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,10000
2014,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,11000
2013,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,9000
2012,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,8000
2011,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,10000
2010,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,7000
2009,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,9000
2008,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,11000
2007,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,8000
2006,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,8000
2005,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,7000
2004,WEST VIRGINIA,WINTER WHEAT,ACRES PLANTED,8000
